trader_id,age,prior_experience_years,starting_capital,account_age_months,instrument,market_regime,broker_cost_bps,risk_per_trade_pct,avg_leverage,trades_per_month,uses_stop_loss,avg_win_hold_days,avg_loss_hold_days,diversification,journals_trades,revenge_trading,overconfidence,follows_plan,chases_volatility,position_sizing_discipline,net_return_pct,profitable,blew_up
TRD007197,33,4.8,2870.0,24,stocks,bull,10.6,2.79,1.0,25,1,3.6,6.7,4.0,0,7.1,7.3,4.5,8.8,10.0,0.5,1,0
TRD007198,26,1.5,3140.0,17,futures,bull,11.2,4.68,17.1,39,1,1.5,2.2,5.5,1,5.6,7.3,5.1,9.1,7.8,2.3,1,0
TRD007199,39,3.0,6640.0,28,crypto,bull,10.4,1.16,12.0,48,1,3.7,9.4,0.5,0,6.1,6.1,7.0,8.7,10.0,-40.0,0,1
TRD007200,23,0.4,10760.0,10,etf,choppy,16.6,0.52,1.0,33,0,1.2,1.7,4.8,1,6.1,6.4,2.5,9.2,8.3,-40.0,0,1
TRD007201,36,3.7,2150.0,11,options,bear,25.4,1.16,3.4,14,1,2.9,6.4,1.5,2,6.9,4.0,7.8,5.0,6.5,-8.7,0,0
TRD007202,48,4.5,1970.0,6,forex,bull,10.1,1.77,17.6,57,1,2.3,2.4,2.8,0,5.2,7.5,6.4,9.2,10.0,1.0,1,0
TRD007203,18,3.3,1590.0,22,forex,bear,1.3,5.77,27.5,24,0,2.6,6.2,3.6,0,4.5,7.4,7.7,5.5,10.0,-40.0,0,1
TRD007204,25,4.4,2340.0,19,crypto,bull,12.7,4.43,6.2,36,0,4.6,10.3,3.1,2,6.8,7.9,6.7,9.9,5.3,12.5,1,0
TRD007205,42,2.4,1950.0,2,forex,bull,10.8,2.04,11.7,109,0,8.2,9.5,6.1,1,5.5,1.8,5.2,7.8,6.8,-40.0,0,1
TRD007206,37,3.3,3320.0,7,crypto,choppy,17.0,3.4,4.4,17,1,2.0,3.3,3.3,0,4.4,6.1,1.8,5.6,8.1,8.9,1,0
TRD007207,35,1.4,18280.0,30,etf,bull,3.0,2.68,1.6,28,0,1.5,3.3,0.0,2,2.1,4.4,5.2,4.9,4.4,-40.0,0,1
TRD007208,33,0.4,9820.0,22,stocks,bull,12.2,3.02,1.3,7,0,0.4,1.0,3.5,0,6.7,4.2,5.4,6.7,4.9,-40.0,0,1
TRD007209,29,2.9,6840.0,38,stocks,bull,5.3,1.23,2.2,51,1,12.4,25.7,6.1,2,4.9,3.4,10.0,2.0,7.9,-30.9,0,0
TRD007210,36,2.1,3750.0,13,stocks,choppy,35.8,0.54,1.0,18,1,4.4,5.3,4.1,0,0.7,4.9,2.5,6.9,9.4,-6.7,0,0
TRD007211,26,2.1,11090.0,4,etf,bear,10.2,1.27,1.8,33,0,3.3,6.3,6.9,0,5.3,3.6,0.6,9.9,6.9,-40.0,0,1
TRD007212,27,2.9,1750.0,8,crypto,choppy,19.7,0.23,7.0,114,1,2.5,3.8,7.2,0,3.9,6.7,6.9,5.4,10.0,-40.0,0,1
TRD007213,26,1.1,8930.0,2,stocks,bull,4.8,1.21,4.0,38,0,0.7,1.5,4.0,0,2.4,6.3,6.0,10.0,10.0,-7.2,0,0
TRD007214,27,0.2,19630.0,11,forex,bull,14.9,1.79,9.6,29,0,5.4,11.6,1.1,1,7.9,5.6,7.8,6.8,8.5,1.1,1,0
TRD007215,18,1.9,5900.0,14,options,bear,9.2,0.75,3.3,11,0,0.7,1.5,2.2,0,2.4,1.3,3.6,3.0,9.8,-28.3,0,0
TRD007216,29,0.5,4650.0,3,forex,bull,18.4,3.12,3.3,68,0,1.0,1.3,5.0,1,5.8,4.9,2.0,5.0,6.5,2.8,1,0
TRD007217,44,3.6,4350.0,25,crypto,bear,1.8,0.63,11.5,26,1,9.2,17.7,5.6,0,7.1,3.5,7.1,10.0,7.6,-30.2,0,0
TRD007218,24,9.3,3200.0,26,forex,choppy,1.4,0.67,4.8,27,0,5.6,13.3,4.7,1,3.1,7.4,4.8,6.6,4.4,-40.0,0,1
TRD007219,40,7.6,7440.0,15,options,choppy,14.1,1.9,10.6,37,1,1.1,2.7,6.3,1,7.7,1.5,2.5,5.2,7.8,-18.8,0,0
TRD007220,29,1.8,9560.0,37,crypto,bear,18.5,3.24,9.4,59,0,0.5,1.1,2.7,0,1.1,2.2,4.2,5.7,9.0,-40.0,0,1
TRD007221,43,2.7,3010.0,3,crypto,choppy,20.2,3.29,12.3,35,0,5.1,7.8,7.3,0,6.2,6.8,3.3,7.9,6.9,11.3,1,0
TRD007222,45,2.1,2900.0,38,forex,bull,7.3,0.1,11.2,20,1,1.9,2.4,8.0,0,4.4,4.8,3.1,5.7,10.0,-6.5,0,0
TRD007223,33,3.7,6390.0,6,forex,bull,8.1,1.35,4.7,20,1,7.0,14.2,1.7,0,4.3,4.6,3.6,9.8,4.8,-40.0,0,1
TRD007224,26,1.5,3080.0,37,crypto,choppy,11.3,1.59,12.4,86,0,5.5,10.3,4.6,0,5.0,3.5,1.3,6.8,5.7,-40.0,0,1
TRD007225,47,1.8,2180.0,16,options,choppy,27.9,6.99,4.9,10,0,11.8,29.3,4.0,0,2.7,5.9,5.7,9.3,8.0,-17.4,0,0
TRD007226,31,2.5,3930.0,18,crypto,bull,7.0,0.7,3.8,18,1,16.2,18.9,7.5,0,6.7,7.6,2.8,9.8,10.0,-15.7,0,0
TRD007227,23,4.1,6090.0,42,etf,choppy,7.3,1.52,1.4,2,1,9.5,14.8,6.2,0,6.1,4.1,6.4,8.8,5.9,-40.0,0,1
TRD007228,40,4.5,16940.0,3,crypto,bull,25.9,3.8,5.6,51,1,5.3,12.3,1.8,1,5.2,5.9,5.6,4.2,9.7,-29.1,0,0
TRD007229,30,2.5,5530.0,20,etf,bull,9.2,1.78,1.3,9,1,4.8,8.2,3.7,2,5.7,8.7,7.4,8.7,10.0,-6.7,0,0
TRD007230,46,0.7,4240.0,12,stocks,bear,5.8,2.44,4.1,6,0,1.3,2.5,1.8,0,2.8,3.7,0.5,8.3,6.6,1.9,1,0
TRD007231,18,1.6,2450.0,5,crypto,choppy,5.7,7.96,14.0,158,1,2.8,4.8,5.2,1,5.6,7.3,7.1,10.0,9.8,-40.0,0,1
TRD007232,31,3.4,6140.0,13,crypto,bear,19.4,3.08,3.2,16,0,2.4,4.0,3.2,0,6.1,4.6,2.5,5.2,6.4,-40.0,0,1
TRD007233,36,5.4,1070.0,7,crypto,bull,3.4,3.03,20.5,11,1,2.9,5.2,1.9,0,10.0,8.6,4.6,10.0,3.4,-40.0,0,1
TRD007234,41,3.7,4980.0,3,stocks,bull,19.7,0.81,1.0,25,1,3.8,6.9,7.3,1,5.4,5.5,7.1,4.2,9.2,-40.0,0,1
TRD007235,53,4.8,1580.0,9,etf,bear,5.6,2.37,2.2,27,1,15.7,39.5,6.1,1,3.9,4.8,1.7,7.2,4.8,-0.8,0,0
TRD007236,32,1.2,5640.0,4,stocks,choppy,8.2,0.14,1.0,21,1,7.0,10.7,0.0,2,4.2,0.0,3.6,5.0,10.0,-7.9,0,0
TRD007237,18,0.0,3780.0,41,crypto,bear,11.1,0.35,12.2,77,1,9.8,22.2,1.2,0,7.1,10.0,9.2,10.0,10.0,-40.0,0,1
TRD007238,50,0.4,8530.0,4,stocks,bear,7.0,0.79,1.0,25,1,6.3,11.2,3.3,0,8.0,4.5,8.4,5.6,7.4,0.4,1,0
TRD007239,31,0.8,2490.0,5,crypto,bull,4.1,2.38,11.8,80,0,8.2,10.7,1.7,0,6.9,5.1,1.8,9.1,8.2,-40.0,0,1
TRD007240,52,0.7,5690.0,1,crypto,choppy,5.2,3.99,2.6,47,1,7.7,11.2,3.4,1,4.7,7.0,2.3,10.0,4.7,-40.0,0,1
TRD007241,29,0.8,4580.0,5,options,bear,13.9,2.58,17.3,28,1,12.5,26.5,8.6,0,7.4,9.5,5.7,10.0,7.6,-40.0,0,1
TRD007242,18,0.2,30010.0,8,futures,bull,18.1,1.31,11.6,34,1,1.5,3.1,7.2,1,5.9,5.3,8.5,7.0,9.9,16.3,1,0
TRD007243,49,2.2,3890.0,21,crypto,choppy,16.5,2.34,3.7,5,1,9.0,9.9,2.3,1,5.3,4.1,4.1,6.0,6.5,1.5,1,0
TRD007244,18,1.9,4070.0,11,stocks,bear,2.0,1.04,1.0,44,0,2.3,2.9,0.7,0,4.0,6.2,5.9,7.3,9.0,-40.0,0,1
TRD007245,39,0.7,3610.0,22,forex,choppy,2.8,1.75,8.6,32,0,4.6,5.9,4.7,0,3.0,0.8,6.6,4.4,8.1,-40.0,0,1
TRD007246,46,3.1,8700.0,2,forex,bear,16.5,1.74,6.7,8,1,0.9,1.3,5.9,2,3.7,2.4,3.7,3.0,5.3,-21.5,0,0
TRD007247,41,4.0,20280.0,1,forex,bull,13.5,2.85,6.8,26,1,5.5,12.1,4.2,0,8.3,3.3,6.5,8.9,10.0,-6.7,0,0
TRD007248,38,0.4,3720.0,7,stocks,bear,4.1,1.23,7.3,36,0,6.0,15.5,3.6,0,2.8,2.2,6.3,4.8,10.0,12.8,1,0
TRD007249,21,0.6,31820.0,19,forex,bear,33.7,1.35,10.0,9,0,6.8,17.3,4.5,2,9.8,5.4,5.5,10.0,9.2,-40.0,0,1
TRD007250,47,0.4,3200.0,14,forex,bull,5.4,0.1,17.2,96,1,7.5,7.9,6.5,1,1.4,4.7,5.8,7.2,9.5,-4.0,0,0
TRD007251,34,1.9,24540.0,4,etf,choppy,7.3,5.52,1.7,27,1,12.7,17.5,6.4,0,4.2,1.8,0.2,2.2,7.5,18.6,1,0
TRD007252,18,0.8,5000.0,20,stocks,choppy,32.3,0.5,2.7,8,1,12.8,20.3,4.8,0,5.4,8.1,4.9,7.3,5.0,-40.0,0,1
TRD007253,29,3.8,11910.0,9,stocks,bull,25.1,1.8,2.6,34,0,1.4,2.2,4.8,1,7.0,3.3,8.9,2.5,7.0,6.7,1,0
TRD007254,53,2.0,16540.0,16,crypto,bear,14.2,2.05,1.7,41,0,4.6,9.7,3.9,2,8.3,5.7,1.0,6.2,2.8,-40.0,0,1
TRD007255,29,1.6,5520.0,3,stocks,bull,29.1,2.21,4.3,65,0,4.7,6.2,0.0,0,9.0,5.4,6.9,8.4,8.4,-40.0,0,1
TRD007256,30,0.7,11660.0,23,etf,choppy,9.7,2.36,2.8,11,1,16.6,36.7,5.5,1,8.0,2.1,10.0,4.2,9.3,-22.8,0,0
TRD007257,37,0.4,7250.0,45,stocks,bull,24.3,1.32,1.7,26,1,13.0,16.8,3.7,2,4.3,9.3,3.5,10.0,7.9,17.6,1,0
TRD007258,32,0.9,4150.0,8,etf,bull,2.6,6.01,1.0,78,1,5.9,6.0,2.0,0,7.2,1.7,5.4,3.6,3.5,-40.0,0,1
TRD007259,52,0.8,3390.0,7,stocks,bear,4.4,0.17,1.1,11,0,1.2,1.4,4.3,2,0.0,4.4,4.4,7.6,5.4,-40.0,0,1
TRD007260,32,2.0,21390.0,6,stocks,bear,5.9,4.41,2.0,7,0,5.7,12.0,1.4,1,3.2,4.8,7.3,5.1,7.2,-25.0,0,0
TRD007261,50,0.8,7200.0,21,forex,bull,13.4,0.53,8.3,15,1,4.1,6.6,4.1,0,5.3,7.8,3.4,5.7,9.8,-40.0,0,1
TRD007262,39,1.1,16290.0,11,options,bull,4.6,0.76,4.5,26,1,3.0,4.1,3.9,1,5.2,4.0,6.2,8.5,10.0,-40.0,0,1
TRD007263,31,0.0,5120.0,26,forex,choppy,31.3,1.35,5.9,17,1,13.4,30.2,2.3,0,3.7,5.3,7.2,10.0,7.2,-40.0,0,1
TRD007264,31,2.2,5950.0,15,stocks,bull,13.7,2.24,2.1,33,0,0.7,1.3,1.7,1,7.6,3.8,4.7,2.1,2.1,6.5,1,0
TRD007265,49,2.8,17170.0,9,forex,bear,4.3,1.48,4.0,19,0,15.7,38.5,1.2,0,4.1,4.6,6.1,5.3,5.9,-40.0,0,1
TRD007266,27,4.6,14770.0,31,crypto,bull,14.9,1.85,4.1,8,0,5.7,13.6,0.0,1,8.0,2.1,1.3,1.5,4.9,-25.6,0,0
TRD007267,28,2.4,1940.0,22,futures,bear,4.3,3.61,8.2,21,1,5.7,12.8,0.0,0,5.3,1.1,5.0,3.7,6.5,2.4,1,0
TRD007268,49,1.6,6920.0,6,stocks,bull,8.2,2.72,1.4,55,0,4.8,6.0,3.0,0,1.8,4.7,2.6,5.4,8.2,-40.0,0,1
TRD007269,26,8.2,370.0,5,etf,bull,13.1,1.52,3.4,6,0,2.9,3.4,0.0,0,0.4,6.1,5.3,10.0,8.4,-12.1,0,0
TRD007270,40,0.7,3620.0,25,stocks,bear,25.2,2.26,1.8,3,0,6.2,10.4,5.5,0,3.2,4.5,1.9,5.8,6.6,4.5,1,0
TRD007271,32,3.4,1410.0,1,forex,bull,18.2,1.41,5.4,9,0,1.1,1.8,4.3,2,6.8,4.9,6.6,7.2,10.0,-11.7,0,0
TRD007272,40,2.2,11810.0,19,crypto,bull,13.5,0.97,4.5,3,0,3.4,7.2,7.5,2,6.9,4.1,0.5,6.7,5.5,-40.0,0,1
TRD007273,43,0.4,2510.0,5,stocks,bear,2.4,0.18,1.8,10,0,2.4,3.8,4.8,0,4.4,5.6,4.3,8.7,5.3,-4.9,0,0
TRD007274,48,1.3,7500.0,15,forex,bull,13.2,0.9,15.6,23,0,5.3,10.1,2.0,1,7.2,5.9,7.3,8.6,5.1,-40.0,0,1
TRD007275,30,1.1,4410.0,13,etf,choppy,3.7,0.75,3.5,11,0,8.0,14.0,6.1,0,1.7,6.5,8.1,7.2,10.0,-16.3,0,0
TRD007276,21,0.7,2260.0,12,crypto,choppy,17.1,3.64,11.5,67,0,12.3,25.1,2.9,0,1.9,6.5,2.7,7.3,6.7,-40.0,0,1
TRD007277,32,5.0,8210.0,11,etf,choppy,9.2,1.85,1.0,101,1,5.9,9.2,5.6,0,2.9,3.8,2.4,5.1,8.4,-11.8,0,0
TRD007278,33,1.0,2430.0,35,options,bear,4.4,1.63,5.0,24,1,7.0,17.1,2.9,0,3.4,4.1,5.9,6.7,7.2,-13.9,0,0
TRD007279,49,4.0,1980.0,10,crypto,bull,13.6,1.61,1.0,30,0,3.5,8.1,4.5,0,3.6,3.6,2.4,8.5,5.2,4.7,1,0
TRD007280,20,3.3,4810.0,10,stocks,bull,5.0,1.32,2.4,22,0,11.1,12.2,2.8,0,6.6,5.2,7.0,8.4,8.8,-10.0,0,0
TRD007281,54,0.3,3080.0,9,futures,bear,9.5,1.29,5.3,40,1,5.6,14.0,4.1,0,2.6,7.0,5.4,10.0,10.0,-13.6,0,0
TRD007282,40,3.1,8990.0,8,options,bear,1.7,4.87,10.0,5,1,2.8,3.7,9.8,0,4.2,3.6,8.4,4.1,8.0,12.9,1,0
TRD007283,44,2.1,4100.0,5,crypto,choppy,24.0,0.97,1.2,81,0,9.1,12.1,1.7,1,4.3,5.3,2.9,8.2,5.2,-40.0,0,1
TRD007284,32,1.6,9610.0,2,stocks,bull,11.6,3.27,1.5,101,1,7.2,11.8,4.6,0,7.2,1.7,5.5,8.0,4.2,-40.0,0,1
TRD007285,45,1.5,1290.0,5,options,choppy,5.5,3.77,15.6,24,1,3.8,6.7,2.6,0,6.3,4.3,7.3,8.6,9.3,-40.0,0,1
TRD007286,29,2.2,1260.0,6,forex,bull,4.4,0.98,14.5,12,1,8.6,12.5,6.4,1,9.1,6.0,7.5,9.2,9.7,-20.5,0,0
TRD007287,39,4.4,2350.0,10,stocks,bull,8.2,0.64,1.0,24,1,8.1,10.5,1.7,0,2.9,5.4,7.3,6.5,9.7,-12.8,0,0
TRD007288,37,1.5,9590.0,18,options,bull,9.2,0.76,7.8,74,0,1.1,1.4,2.1,1,3.7,6.6,8.3,7.7,10.0,1.9,1,0
TRD007289,41,2.2,3660.0,6,crypto,bear,17.0,0.16,2.8,50,1,9.3,23.4,3.9,0,1.6,5.9,5.5,8.4,5.2,-32.6,0,0
TRD007290,32,5.8,1690.0,6,forex,choppy,4.9,0.49,1.7,12,1,2.9,3.8,0.9,2,6.2,7.1,4.8,8.6,8.8,-9.4,0,0
TRD007291,25,1.2,10090.0,12,etf,bull,10.3,1.62,1.0,29,0,16.9,40.9,5.9,0,7.7,7.4,1.2,8.1,7.1,-40.0,0,1
TRD007292,26,0.8,14800.0,7,crypto,bear,16.8,2.36,5.4,19,1,7.2,17.4,1.4,0,6.6,5.5,4.9,8.0,8.1,-40.0,0,1
TRD007293,44,2.1,6410.0,49,crypto,choppy,18.7,1.11,9.8,24,1,5.3,12.5,3.0,1,8.0,4.1,6.1,5.9,10.0,-5.4,0,0
TRD007294,24,0.1,720.0,15,stocks,choppy,10.9,1.62,2.2,26,0,22.2,44.1,5.7,0,3.9,6.5,6.2,6.2,8.2,-10.5,0,0
TRD007295,18,1.9,5870.0,2,crypto,bull,14.4,1.32,8.1,37,0,8.8,17.4,0.0,0,3.3,4.7,4.9,4.3,10.0,-40.0,0,1
TRD007296,45,1.0,4630.0,5,stocks,choppy,27.4,0.24,3.5,8,1,7.2,15.2,5.8,0,8.2,4.3,4.9,8.1,4.5,-40.0,0,1
TRD007297,46,2.7,920.0,31,stocks,choppy,24.5,0.35,1.0,14,0,5.5,8.9,7.9,1,7.7,3.5,7.8,5.4,9.8,-0.1,0,0
TRD007298,39,6.5,7250.0,16,stocks,bear,17.8,2.93,3.2,37,1,6.3,16.3,3.6,2,4.0,6.2,6.2,3.3,5.3,5.2,1,0
TRD007299,18,0.2,2120.0,20,futures,bull,13.6,2.66,11.3,4,0,2.7,3.7,5.0,2,6.8,5.0,4.0,5.2,10.0,-40.0,0,1
TRD007300,30,3.5,3020.0,10,options,choppy,25.8,2.43,15.6,67,1,2.9,5.8,1.6,1,3.9,5.4,9.2,5.4,9.6,-13.3,0,0
TRD007301,23,0.5,2180.0,8,stocks,choppy,10.6,1.58,1.0,81,1,2.3,5.6,4.6,0,2.4,5.4,4.9,8.8,8.3,-40.0,0,1
TRD007302,44,1.4,22070.0,4,stocks,bear,6.4,0.72,2.6,62,1,6.4,10.6,2.9,0,2.5,6.6,2.6,8.1,4.1,-40.0,0,1
TRD007303,51,0.2,7040.0,8,etf,choppy,6.6,3.25,3.1,10,1,4.1,6.0,5.7,0,4.0,5.5,4.4,10.0,6.2,-9.2,0,0
TRD007304,34,1.1,4530.0,7,forex,choppy,7.6,2.8,11.2,37,1,0.7,1.7,2.7,1,4.9,6.2,6.7,7.6,7.2,-40.0,0,1
TRD007305,36,2.5,9900.0,4,stocks,bear,4.7,4.5,4.2,11,1,1.8,3.5,2.1,2,0.0,1.9,7.3,3.8,4.7,2.3,1,0
TRD007306,42,1.5,45190.0,13,stocks,bull,8.1,1.43,1.0,28,0,4.0,5.2,8.7,2,3.6,4.2,4.1,8.5,7.8,-21.5,0,0
TRD007307,49,3.8,2460.0,10,forex,choppy,7.5,0.32,28.3,10,1,1.4,1.9,5.3,2,10.0,6.6,7.0,6.5,10.0,-22.7,0,0
TRD007308,37,5.4,5760.0,2,forex,bull,12.2,0.43,15.7,14,1,2.0,3.0,0.0,1,5.2,6.8,4.3,8.7,6.5,-1.3,0,0
TRD007309,37,1.5,5330.0,25,stocks,choppy,14.9,0.85,5.3,5,1,7.0,16.5,3.2,0,3.0,6.9,5.5,9.8,7.3,-40.0,0,1
TRD007310,45,6.1,15720.0,34,stocks,bull,28.9,0.53,1.2,36,1,4.1,4.4,6.9,1,2.2,7.3,6.9,4.2,9.4,-1.4,0,0
TRD007311,31,3.7,3830.0,2,crypto,bull,15.8,0.41,5.4,99,0,11.6,29.3,5.2,0,3.9,6.9,3.7,10.0,7.4,-40.0,0,1
TRD007312,35,3.0,5720.0,5,forex,bull,12.1,7.99,10.2,7,0,7.9,20.0,2.9,0,4.5,2.4,2.5,8.5,8.0,2.5,1,0
TRD007313,18,1.4,6720.0,3,stocks,bear,7.6,0.43,5.1,52,1,8.1,19.8,6.3,1,6.0,6.2,6.4,5.9,10.0,-8.5,0,0
TRD007314,44,2.6,1930.0,14,options,choppy,7.5,0.67,7.7,25,0,0.7,1.4,3.8,2,3.5,1.5,5.8,8.5,9.0,-40.0,0,1
TRD007315,43,4.1,850.0,13,stocks,choppy,7.0,2.21,1.0,78,1,2.1,2.1,3.6,1,7.6,4.8,4.9,6.1,6.8,-40.0,0,1
TRD007316,24,0.1,610.0,2,etf,choppy,4.4,1.15,1.7,14,1,2.5,3.1,3.8,1,2.2,6.3,6.5,7.4,8.2,-13.9,0,0
TRD007317,48,0.4,1220.0,17,options,choppy,2.8,3.64,1.2,28,0,2.3,5.2,8.6,0,6.6,4.7,7.9,10.0,4.1,-40.0,0,1
TRD007318,34,0.2,7740.0,34,futures,bull,9.3,1.89,4.0,18,1,1.0,2.2,3.7,0,6.3,4.1,8.0,3.1,9.4,12.6,1,0
TRD007319,34,1.0,3680.0,9,crypto,bull,11.6,0.54,7.8,55,0,1.2,2.9,5.0,2,7.5,3.9,3.5,5.4,8.9,10.7,1,0
TRD007320,28,3.6,4060.0,18,stocks,bull,15.8,2.95,1.4,38,0,0.9,2.3,8.1,0,5.6,6.1,6.7,5.6,7.2,15.2,1,0
TRD007321,34,2.8,2930.0,10,crypto,bull,11.1,1.2,8.7,11,1,3.4,7.2,6.2,1,5.9,5.7,6.7,10.0,9.0,-40.0,0,1
TRD007322,37,4.4,6230.0,4,crypto,bear,11.0,4.56,5.3,19,1,15.4,30.5,4.0,0,6.2,4.7,5.9,6.3,8.7,13.3,1,0
TRD007323,32,2.2,6750.0,11,stocks,bull,28.2,1.99,1.0,33,1,13.7,22.4,6.9,0,5.9,7.1,2.8,6.2,8.1,7.7,1,0
TRD007324,31,0.5,9220.0,25,stocks,bear,3.2,2.07,1.0,6,0,18.9,47.0,0.7,2,6.6,3.7,9.3,4.4,10.0,-4.3,0,0
TRD007325,28,4.6,2530.0,3,crypto,choppy,21.7,2.04,4.7,39,1,20.0,26.4,3.9,0,4.2,4.2,5.4,6.7,6.4,4.8,1,0
TRD007326,37,9.5,6370.0,13,forex,bull,15.1,1.51,7.4,25,1,4.3,7.4,5.4,2,4.4,5.2,5.2,5.6,5.0,-40.0,0,1
TRD007327,46,2.0,7460.0,29,forex,bear,22.7,2.85,6.1,53,1,9.0,21.3,4.5,2,9.0,7.8,7.6,6.1,7.7,-40.0,0,1
TRD007328,30,0.5,19430.0,10,futures,bull,7.3,2.71,1.5,19,0,11.7,25.6,0.8,0,7.2,0.8,7.5,6.2,9.9,-16.2,0,0
TRD007329,18,1.0,12950.0,10,stocks,bull,0.9,5.01,1.0,21,0,12.2,14.5,3.6,0,9.7,3.1,6.7,6.0,10.0,-40.0,0,1
TRD007330,32,1.2,25750.0,14,etf,bear,3.1,4.25,1.0,37,1,3.4,7.2,7.2,0,5.9,2.7,4.3,6.9,9.8,-12.8,0,0
TRD007331,46,0.3,6180.0,2,stocks,bull,24.2,1.47,1.0,12,1,6.5,11.1,1.1,0,6.5,3.1,2.6,8.3,3.6,-40.5,0,0
TRD007332,40,0.3,1820.0,22,futures,bull,21.1,3.55,3.2,5,0,5.6,8.5,3.5,2,5.7,5.4,6.6,9.5,10.0,1.6,1,0
TRD007333,19,2.9,64050.0,34,forex,bull,13.6,2.91,6.6,52,0,3.8,6.4,1.8,0,0.9,7.9,3.4,4.4,6.6,-40.0,0,1
TRD007334,28,1.5,1670.0,5,forex,choppy,20.8,3.09,13.2,107,0,0.1,0.2,0.5,2,5.1,2.1,10.0,4.4,10.0,-40.0,0,1
TRD007335,35,1.0,2120.0,18,stocks,bull,16.5,0.44,1.8,22,1,9.2,15.8,4.1,2,0.0,1.5,8.2,7.2,10.0,-40.0,0,1
TRD007336,37,5.2,10740.0,6,options,choppy,5.8,5.38,7.0,43,1,10.2,12.1,0.6,1,0.0,4.2,9.3,10.0,10.0,12.6,1,0
TRD007337,51,1.6,1370.0,3,stocks,choppy,4.0,2.55,1.4,17,1,4.3,5.2,3.5,2,1.4,2.6,6.8,7.1,10.0,-13.3,0,0
TRD007338,32,0.4,14100.0,13,futures,bull,11.0,0.79,16.4,51,0,14.0,25.2,3.8,0,2.7,4.0,6.1,7.4,6.1,-40.0,0,1
TRD007339,18,1.0,2600.0,12,forex,choppy,2.3,0.55,3.2,21,1,1.4,3.5,2.5,2,4.0,5.5,4.4,6.7,9.4,-7.6,0,0
TRD007340,40,4.7,9540.0,14,stocks,bull,4.9,0.95,1.0,33,1,0.7,1.5,0.8,1,0.0,8.7,5.0,10.0,10.0,-34.8,0,0
TRD007341,44,0.9,7540.0,15,forex,bull,2.8,3.44,9.2,20,0,3.5,5.4,2.0,1,5.5,2.0,1.3,2.2,5.9,2.4,1,0
TRD007342,40,2.0,7060.0,23,forex,choppy,16.4,3.57,4.7,29,0,9.2,16.3,2.0,1,5.0,7.3,3.5,3.3,6.9,-40.0,0,1
TRD007343,39,4.4,10800.0,18,forex,bear,13.9,1.35,3.1,18,1,4.4,6.5,6.1,0,2.1,3.7,6.7,2.8,5.8,6.4,1,0
TRD007344,39,0.2,3990.0,4,crypto,bear,19.0,1.61,13.8,21,1,6.9,15.7,4.7,0,4.8,7.4,7.9,7.6,7.2,-18.7,0,0
TRD007345,26,0.8,4890.0,8,stocks,choppy,8.0,2.75,1.3,10,1,3.4,3.8,7.5,2,3.8,1.6,3.6,5.3,8.2,14.4,1,0
TRD007346,48,8.7,25360.0,6,stocks,bear,7.8,3.71,2.8,33,0,15.6,39.5,2.2,0,3.9,5.0,7.5,7.2,6.7,-40.0,0,1
TRD007347,34,3.0,4000.0,39,futures,choppy,25.2,4.16,4.2,13,1,4.0,4.1,0.0,0,4.7,2.5,3.4,5.5,9.7,10.2,1,0
TRD007348,35,2.0,10320.0,7,stocks,bull,9.0,2.68,4.4,12,0,6.2,11.3,5.7,1,5.6,3.7,4.9,8.0,7.1,-8.3,0,0
TRD007349,42,0.8,10220.0,4,crypto,bear,22.8,1.14,12.7,18,0,10.8,15.9,3.5,0,3.7,7.7,7.6,8.9,10.0,-40.0,0,1
TRD007350,34,2.7,7720.0,18,crypto,bull,10.6,1.77,3.5,31,1,1.5,3.5,4.9,0,3.2,5.0,5.2,10.0,7.0,13.9,1,0
TRD007351,37,1.7,21930.0,14,forex,bull,13.1,0.46,4.4,7,0,11.5,14.2,4.1,0,3.7,8.0,4.4,8.0,6.0,8.0,1,0
TRD007352,27,1.0,4280.0,8,forex,bull,29.5,7.73,4.1,26,1,14.3,17.0,5.2,1,4.5,1.6,10.0,6.5,10.0,13.9,1,0
TRD007353,27,3.1,1110.0,4,options,bear,10.0,6.64,4.5,76,0,2.2,4.2,7.4,0,7.0,5.7,9.1,9.1,5.4,-6.7,0,0
TRD007354,36,0.7,9400.0,29,crypto,choppy,7.4,1.98,9.2,33,0,7.3,13.4,0.1,1,4.7,2.7,9.4,7.1,9.4,-27.6,0,0
TRD007355,34,1.4,23100.0,11,stocks,bear,1.8,1.11,1.0,12,0,1.4,3.1,4.9,0,1.9,7.4,3.7,8.5,10.0,-27.7,0,0
TRD007356,18,1.0,1460.0,9,forex,bull,17.9,2.49,2.7,33,0,12.1,21.8,5.5,0,4.7,8.0,6.7,10.0,10.0,-40.0,0,1
TRD007357,33,2.3,760.0,18,options,bull,23.8,2.06,11.7,1,0,7.6,11.8,7.4,0,5.4,4.7,3.2,8.3,5.4,-40.0,0,1
TRD007358,51,0.5,1330.0,5,crypto,choppy,15.5,0.66,2.6,52,0,2.8,2.9,4.3,0,6.8,9.6,4.6,9.6,5.7,12.1,1,0
TRD007359,31,2.6,32370.0,23,stocks,choppy,20.5,1.12,2.6,66,1,11.6,25.9,6.3,0,5.2,1.2,5.9,3.8,9.7,5.9,1,0
